Table 210-06503 : Underemployed persons and underemployment rate by detailed industry of main employment,,,,,
 ,,,,,
 , , ,Underemployed persons (1),Underemployed persons (1),Underemployment rate (2)
,,,No. ('000),Percentage share (%),(%)
Year / Moving 3-month period,,Detailed industry of main employment (3) (4),,,
2021,,     Accommodation and food services,11.8,11.9,4.3
2021,,          Accommodation services,1.2,1.2,2.8
2021,,          Food and beverage service activities,10.6,10.8,4.6
2021,,"Transportation, storage, postal and courier services, information and communications",16.3,16.5,3.6
2021,,     Transportation and storage,13.8,14.0,4.7
2021,,          Transportation,12.2,12.3,5.8
2021,,          Warehousing and support activities for transportation,1.6,1.6,2.0
2021,,     Postal and courier activities,1.1,1.1,4.5
2021,,     Information and communications,1.4,1.4,1.0
2021,,"Financing, insurance, real estate, professional and business services",13.4,13.5,1.5
2021,,     Financing and insurance,2.5,2.5,0.8
2021,,          Financing,0.6,0.6,0.3
2021,,          Insurance,1.9,1.9,2.7
2021,,     Real estate and professional and business services,10.9,11.0,1.8
2021,,          Real estate,1.5,1.5,0.9
2021,,          Professional and business services,9.4,9.5,2.2
2021,,               Professional and business services (excl. cleaning and similar activities),7.7,7.8,2.2
2021,,               Cleaning and similar activities,1.7,1.7,2.4
